_step,eval/episode_terminal_reward,run_id,run_name
8251,0.6618512409939242,fil26mbp,spring-sweep-1
16441,0.7194113013973756,fil26mbp,spring-sweep-1
24571,1.5116064130454496,fil26mbp,spring-sweep-1
32694,5.311776804423703,fil26mbp,spring-sweep-1
40854,11.205057384884288,fil26mbp,spring-sweep-1
49062,2.600836723983636,fil26mbp,spring-sweep-1
57199,4.472572020797377,fil26mbp,spring-sweep-1
65339,3.384650491283793,fil26mbp,spring-sweep-1
73507,4.3846039361368545,fil26mbp,spring-sweep-1
81620,8.93838817092566,fil26mbp,spring-sweep-1
89728,4.45809596739773,fil26mbp,spring-sweep-1
97878,5.916149963367346,fil26mbp,spring-sweep-1
106019,5.982297089274416,fil26mbp,spring-sweep-1
114106,9.385131122942227,fil26mbp,spring-sweep-1
122275,9.348377871774806,fil26mbp,spring-sweep-1
130430,7.69100640524443,fil26mbp,spring-sweep-1
138562,9.205971517052548,fil26mbp,spring-sweep-1
146674,0.8826258077704505,fil26mbp,spring-sweep-1
154811,8.988884661304189,fil26mbp,spring-sweep-1
162914,5.717568545210762,fil26mbp,spring-sweep-1
170938,6.645906315609382,fil26mbp,spring-sweep-1
179052,8.081209130253274,fil26mbp,spring-sweep-1
187107,4.409190719422533,fil26mbp,spring-sweep-1
195218,9.97135491753435,fil26mbp,spring-sweep-1
203264,10.871038757864952,fil26mbp,spring-sweep-1
211198,12.363958539202395,fil26mbp,spring-sweep-1
219202,6.133928870510212,fil26mbp,spring-sweep-1
227179,7.7472429312396285,fil26mbp,spring-sweep-1
235262,3.934601585319821,fil26mbp,spring-sweep-1
243321,12.98493745925822,fil26mbp,spring-sweep-1
251329,10.59738988848727,fil26mbp,spring-sweep-1
259391,13.020203454754235,fil26mbp,spring-sweep-1
267403,10.376193587460866,fil26mbp,spring-sweep-1
275389,6.728401164930595,fil26mbp,spring-sweep-1
283455,13.652111902711706,fil26mbp,spring-sweep-1
291563,4.370722884286896,fil26mbp,spring-sweep-1
299625,6.672273648074436,fil26mbp,spring-sweep-1
307624,12.836199465008486,fil26mbp,spring-sweep-1
315550,12.877206147739443,fil26mbp,spring-sweep-1
323453,7.3276539117693416,fil26mbp,spring-sweep-1
331433,11.746332014135161,fil26mbp,spring-sweep-1
339396,12.86437766292463,fil26mbp,spring-sweep-1
347375,9.855759588685725,fil26mbp,spring-sweep-1
355275,12.292555628159906,fil26mbp,spring-sweep-1
363271,12.710142507371794,fil26mbp,spring-sweep-1
371265,14.353124027850606,fil26mbp,spring-sweep-1
379233,10.909991721696821,fil26mbp,spring-sweep-1
387205,10.628463048970264,fil26mbp,spring-sweep-1
395124,13.355189285431578,fil26mbp,spring-sweep-1
403091,12.110252275027772,fil26mbp,spring-sweep-1
411008,14.899766796720161,fil26mbp,spring-sweep-1
418911,11.471011278047536,fil26mbp,spring-sweep-1
426794,16.469479337272787,fil26mbp,spring-sweep-1
434723,15.765382302195865,fil26mbp,spring-sweep-1
442606,13.568321429689954,fil26mbp,spring-sweep-1
450499,11.91850420114169,fil26mbp,spring-sweep-1
458346,14.565373345373075,fil26mbp,spring-sweep-1
466213,12.669575081189057,fil26mbp,spring-sweep-1
474015,14.01226024663453,fil26mbp,spring-sweep-1
481783,13.808429646171442,fil26mbp,spring-sweep-1
489570,15.557750091469796,fil26mbp,spring-sweep-1
497371,15.889203556346695,fil26mbp,spring-sweep-1
505195,12.680726916015251,fil26mbp,spring-sweep-1
512991,13.52830037132918,fil26mbp,spring-sweep-1
520823,13.84849477159012,fil26mbp,spring-sweep-1
528674,15.022546992818892,fil26mbp,spring-sweep-1
536507,12.533648072836154,fil26mbp,spring-sweep-1
544231,15.552773900660299,fil26mbp,spring-sweep-1
552051,15.823137573554806,fil26mbp,spring-sweep-1
559831,15.445092147535584,fil26mbp,spring-sweep-1
567603,15.165701594951903,fil26mbp,spring-sweep-1
575410,15.082706888285056,fil26mbp,spring-sweep-1
583184,16.676426521333124,fil26mbp,spring-sweep-1
590938,16.15657473460316,fil26mbp,spring-sweep-1
598706,14.039750295974027,fil26mbp,spring-sweep-1
606481,15.620756802847819,fil26mbp,spring-sweep-1
614309,15.814586831114365,fil26mbp,spring-sweep-1
622128,16.23538995563334,fil26mbp,spring-sweep-1
629944,11.731210587750358,fil26mbp,spring-sweep-1
637776,15.588774637944999,fil26mbp,spring-sweep-1
645589,15.331648820644627,fil26mbp,spring-sweep-1
653392,14.805353855695904,fil26mbp,spring-sweep-1
661172,16.916001269582672,fil26mbp,spring-sweep-1
668949,14.32805983912472,fil26mbp,spring-sweep-1
676811,11.31659145871014,fil26mbp,spring-sweep-1
684523,12.907031740080779,fil26mbp,spring-sweep-1
692289,16.82187336209592,fil26mbp,spring-sweep-1
700055,16.58446884431327,fil26mbp,spring-sweep-1
707826,16.40028615171004,fil26mbp,spring-sweep-1
715614,16.69334946015573,fil26mbp,spring-sweep-1
723420,13.646409115569671,fil26mbp,spring-sweep-1
731189,15.408240862174846,fil26mbp,spring-sweep-1
738933,12.520499218858664,fil26mbp,spring-sweep-1
746667,17.871880994711486,fil26mbp,spring-sweep-1
754440,17.036188016701516,fil26mbp,spring-sweep-1
762221,18.584945656600425,fil26mbp,spring-sweep-1
770057,16.37726396453994,fil26mbp,spring-sweep-1
777941,16.99317372853465,fil26mbp,spring-sweep-1
785776,10.14303921592143,fil26mbp,spring-sweep-1
793612,16.942523502356988,fil26mbp,spring-sweep-1
801450,16.841167275953403,fil26mbp,spring-sweep-1
809285,16.348997710600422,fil26mbp,spring-sweep-1
817133,15.652948209315174,fil26mbp,spring-sweep-1
825035,9.80732609418922,fil26mbp,spring-sweep-1
832893,13.749651950648166,fil26mbp,spring-sweep-1
840819,14.76083811573648,fil26mbp,spring-sweep-1
848758,10.456128747858099,fil26mbp,spring-sweep-1
856666,17.138431005019562,fil26mbp,spring-sweep-1
864488,16.49904201006303,fil26mbp,spring-sweep-1
872263,14.649651773684985,fil26mbp,spring-sweep-1
880091,15.106962557673956,fil26mbp,spring-sweep-1
887979,15.989537858250719,fil26mbp,spring-sweep-1
895839,15.056928437981204,fil26mbp,spring-sweep-1
903660,13.208404355630886,fil26mbp,spring-sweep-1
911515,16.448688732031638,fil26mbp,spring-sweep-1
919359,16.637096415649005,fil26mbp,spring-sweep-1
927282,14.660151376797279,fil26mbp,spring-sweep-1
935115,15.816449390658505,fil26mbp,spring-sweep-1
942946,16.119615610082388,fil26mbp,spring-sweep-1
